distrito,fecha,fecha_texto,precio_m2,precio_texto
Cuatro Caminos,2021-05-01,Mayo 2021,1782.44,1.782 €/m2
Cuatro Caminos,2021-04-01,Abril 2021,1754.49,1.754 €/m2
Cuatro Caminos,2021-03-01,Marzo 2021,1685.43,1.685 €/m2
Cuatro Caminos,2021-02-01,Febrero 2021,1691.12,1.691 €/m2
Cuatro Caminos,2021-01-01,Enero 2021,1662.09,1.662 €/m2
Cuatro Caminos,2020-12-01,Diciembre 2020,1675.48,1.675 €/m2
Cuatro Caminos,2020-11-01,Noviembre 2020,1678.44,1.678 €/m2
Cuatro Caminos,2020-10-01,Octubre 2020,1688.9,1.689 €/m2
Cuatro Caminos,2020-09-01,Septiembre 2020,1690.13,1.690 €/m2
Cuatro Caminos,2020-08-01,Agosto 2020,1714.3,1.714 €/m2
Cuatro Caminos,2020-07-01,Julio 2020,1738.26,1.738 €/m2
Cuatro Caminos,2020-06-01,Junio 2020,1738.09,1.738 €/m2
Cuatro Caminos,2020-05-01,Mayo 2020,1725.96,1.726 €/m2
Cuatro Caminos,2020-04-01,Abril 2020,1710.2,1.710 €/m2
Cuatro Caminos,2020-03-01,Marzo 2020,1696.19,1.696 €/m2
Cuatro Caminos,2020-02-01,Febrero 2020,1675.46,1.675 €/m2
Cuatro Caminos,2020-01-01,Enero 2020,1662.12,1.662 €/m2
Cuatro Caminos,2019-12-01,Diciembre 2019,1691.22,1.691 €/m2
Cuatro Caminos,2019-11-01,Noviembre 2019,1698.06,1.698 €/m2
Cuatro Caminos,2019-10-01,Octubre 2019,1703.53,1.704 €/m2
Cuatro Caminos,2019-09-01,Septiembre 2019,1707.38,1.707 €/m2
Cuatro Caminos,2019-08-01,Agosto 2019,1726.08,1.726 €/m2
Cuatro Caminos,2019-07-01,Julio 2019,1737.51,1.738 €/m2
Cuatro Caminos,2019-06-01,Junio 2019,1725.34,1.725 €/m2
Cuatro Caminos,2019-05-01,Mayo 2019,1708.09,1.708 €/m2
Cuatro Caminos,2019-04-01,Abril 2019,1655.99,1.656 €/m2
Cuatro Caminos,2019-03-01,Marzo 2019,1636.28,1.636 €/m2
Cuatro Caminos,2019-02-01,Febrero 2019,1639.23,1.639 €/m2
Cuatro Caminos,2019-01-01,Enero 2019,1685.49,1.685 €/m2
Cuatro Caminos,2018-12-01,Diciembre 2018,1668.46,1.668 €/m2
Cuatro Caminos,2018-11-01,Noviembre 2018,1623.91,1.624 €/m2
Cuatro Caminos,2018-10-01,Octubre 2018,1642.6,1.643 €/m2
Cuatro Caminos,2018-09-01,Septiembre 2018,1641.51,1.642 €/m2
Cuatro Caminos,2018-08-01,Agosto 2018,1642.21,1.642 €/m2
Cuatro Caminos,2018-07-01,Julio 2018,1645.62,1.646 €/m2
Cuatro Caminos,2018-06-01,Junio 2018,1625.58,1.626 €/m2
Cuatro Caminos,2018-05-01,Mayo 2018,1662,1.662 €/m2
Cuatro Caminos,2018-04-01,Abril 2018,1642.84,1.643 €/m2
Cuatro Caminos,2018-03-01,Marzo 2018,1628.69,1.629 €/m2
Cuatro Caminos,2018-02-01,Febrero 2018,1606.71,1.607 €/m2
Cuatro Caminos,2018-01-01,Enero 2018,1631.67,1.632 €/m2
Cuatro Caminos,2017-12-01,Diciembre 2017,1650.87,1.651 €/m2
Cuatro Caminos,2017-11-01,Noviembre 2017,1650.76,1.651 €/m2
Cuatro Caminos,2017-10-01,Octubre 2017,1629.01,1.629 €/m2
Cuatro Caminos,2017-09-01,Septiembre 2017,1637.93,1.638 €/m2
Cuatro Caminos,2017-08-01,Agosto 2017,1609.54,1.610 €/m2
Cuatro Caminos,2017-07-01,Julio 2017,1650.66,1.651 €/m2
Cuatro Caminos,2017-06-01,Junio 2017,1640.62,1.641 €/m2
Cuatro Caminos,2017-05-01,Mayo 2017,1623.34,1.623 €/m2
Cuatro Caminos,2017-04-01,Abril 2017,1613.59,1.614 €/m2
Cuatro Caminos,2017-03-01,Marzo 2017,1605.95,1.606 €/m2
Cuatro Caminos,2017-02-01,Febrero 2017,1601.87,1.602 €/m2
Cuatro Caminos,2017-01-01,Enero 2017,1591.37,1.591 €/m2
Cuatro Caminos,2016-12-01,Diciembre 2016,1586.05,1.586 €/m2
Cuatro Caminos,2016-11-01,Noviembre 2016,1559.88,1.560 €/m2
Cuatro Caminos,2016-10-01,Octubre 2016,1510.04,1.510 €/m2
Cuatro Caminos,2016-09-01,Septiembre 2016,1504.28,1.504 €/m2
Cuatro Caminos,2016-08-01,Agosto 2016,1479.05,1.479 €/m2
Cuatro Caminos,2016-07-01,Julio 2016,1457.39,1.457 €/m2
Cuatro Caminos,2016-06-01,Junio 2016,1451.5,1.452 €/m2
Cuatro Caminos,2016-05-01,Mayo 2016,1464.95,1.465 €/m2
Cuatro Caminos,2016-04-01,Abril 2016,1455.35,1.455 €/m2
Cuatro Caminos,2016-03-01,Marzo 2016,1475.43,1.475 €/m2
Cuatro Caminos,2016-02-01,Febrero 2016,1460.86,1.461 €/m2
Cuatro Caminos,2016-01-01,Enero 2016,1473.01,1.473 €/m2
Cuatro Caminos,2015-12-01,Diciembre 2015,1477.57,1.478 €/m2
Cuatro Caminos,2015-11-01,Noviembre 2015,1476.02,1.476 €/m2
Cuatro Caminos,2015-10-01,Octubre 2015,1556.97,1.557 €/m2
Cuatro Caminos,2015-09-01,Septiembre 2015,1552.12,1.552 €/m2
Cuatro Caminos,2015-08-01,Agosto 2015,1575.22,1.575 €/m2
Cuatro Caminos,2015-07-01,Julio 2015,1584.7,1.585 €/m2
Cuatro Caminos,2015-06-01,Junio 2015,1636.93,1.637 €/m2
Cuatro Caminos,2015-05-01,Mayo 2015,1660.61,1.661 €/m2
Cuatro Caminos,2015-04-01,Abril 2015,1717.21,1.717 €/m2
Cuatro Caminos,2015-03-01,Marzo 2015,1675.77,1.676 €/m2
Cuatro Caminos,2015-02-01,Febrero 2015,1706.7,1.707 €/m2
Cuatro Caminos,2015-01-01,Enero 2015,1705.95,1.706 €/m2
Cuatro Caminos,2014-12-01,Diciembre 2014,1725.47,1.725 €/m2
Cuatro Caminos,2014-11-01,Noviembre 2014,1711.98,1.712 €/m2
Cuatro Caminos,2014-10-01,Octubre 2014,1772.67,1.773 €/m2
Cuatro Caminos,2014-09-01,Septiembre 2014,1763.01,1.763 €/m2
Cuatro Caminos,2014-08-01,Agosto 2014,1808.61,1.809 €/m2
Cuatro Caminos,2014-07-01,Julio 2014,1820.2,1.820 €/m2
Cuatro Caminos,2014-06-01,Junio 2014,1807.69,1.808 €/m2
Cuatro Caminos,2014-05-01,Mayo 2014,1817.4,1.817 €/m2
Cuatro Caminos,2014-04-01,Abril 2014,1846.19,1.846 €/m2
Cuatro Caminos,2014-03-01,Marzo 2014,1779.85,1.780 €/m2
Cuatro Caminos,2014-02-01,Febrero 2014,1752.84,1.753 €/m2
Cuatro Caminos,2014-01-01,Enero 2014,1847.19,1.847 €/m2
Cuatro Caminos,2013-12-01,Diciembre 2013,1848.02,1.848 €/m2
Cuatro Caminos,2013-11-01,Noviembre 2013,1872.2,1.872 €/m2
Cuatro Caminos,2013-10-01,Octubre 2013,1862.52,1.863 €/m2
Cuatro Caminos,2013-09-01,Septiembre 2013,1882.9,1.883 €/m2
Cuatro Caminos,2013-08-01,Agosto 2013,1941.15,1.941 €/m2
Cuatro Caminos,2013-07-01,Julio 2013,1946.26,1.946 €/m2
Cuatro Caminos,2013-06-01,Junio 2013,1971.95,1.972 €/m2
Cuatro Caminos,2013-05-01,Mayo 2013,2003.79,2.004 €/m2
Cuatro Caminos,2013-04-01,Abril 2013,2044.5,2.045 €/m2
Cuatro Caminos,2013-03-01,Marzo 2013,2002.16,2.002 €/m2
Cuatro Caminos,2013-02-01,Febrero 2013,1999.26,1.999 €/m2
Cuatro Caminos,2013-01-01,Enero 2013,1997.71,1.998 €/m2
Cuatro Caminos,2012-12-01,Diciembre 2012,2016.95,2.017 €/m2
Cuatro Caminos,2012-11-01,Noviembre 2012,1941.61,1.942 €/m2
Cuatro Caminos,2012-10-01,Octubre 2012,2031.61,2.032 €/m2
Cuatro Caminos,2012-09-01,Septiembre 2012,2039.66,2.040 €/m2
Cuatro Caminos,2012-08-01,Agosto 2012,2098.75,2.099 €/m2
Cuatro Caminos,2012-07-01,Julio 2012,2094.27,2.094 €/m2
Cuatro Caminos,2012-06-01,Junio 2012,2141.23,2.141 €/m2
Cuatro Caminos,2012-05-01,Mayo 2012,2169.74,2.170 €/m2
Cuatro Caminos,2012-04-01,Abril 2012,2234.21,2.234 €/m2
Cuatro Caminos,2012-03-01,Marzo 2012,2224.16,2.224 €/m2
Cuatro Caminos,2012-02-01,Febrero 2012,2214.18,2.214 €/m2
Cuatro Caminos,2012-01-01,Enero 2012,2189.91,2.190 €/m2
Cuatro Caminos,2011-12-01,Diciembre 2011,2213.56,2.214 €/m2
Cuatro Caminos,2011-11-01,Noviembre 2011,2213.76,2.214 €/m2
Cuatro Caminos,2011-10-01,Octubre 2011,2214.04,2.214 €/m2
Cuatro Caminos,2011-09-01,Septiembre 2011,2182.53,2.183 €/m2
Cuatro Caminos,2011-08-01,Agosto 2011,2204.09,2.204 €/m2
Cuatro Caminos,2011-07-01,Julio 2011,2225.07,2.225 €/m2
Cuatro Caminos,2011-06-01,Junio 2011,2243.77,2.244 €/m2
Cuatro Caminos,2011-05-01,Mayo 2011,2173.47,2.173 €/m2
Cuatro Caminos,2011-04-01,Abril 2011,2188.85,2.189 €/m2
Cuatro Caminos,2011-03-01,Marzo 2011,2269.61,2.270 €/m2
Cuatro Caminos,2011-02-01,Febrero 2011,2255.98,2.256 €/m2
Cuatro Caminos,2011-01-01,Enero 2011,2196.52,2.197 €/m2
Cuatro Caminos,2010-12-01,Diciembre 2010,2188.19,2.188 €/m2
Cuatro Caminos,2010-11-01,Noviembre 2010,2188.19,2.188 €/m2
Cuatro Caminos,2010-10-01,Octubre 2010,-,n.d.
Cuatro Caminos,2010-09-01,Septiembre 2010,-,n.d.
Cuatro Caminos,2010-08-01,Agosto 2010,-,n.d.
Cuatro Caminos,2010-07-01,Julio 2010,-,n.d.
Cuatro Caminos,2010-06-01,Junio 2010,-,n.d.
Cuatro Caminos,2010-05-01,Mayo 2010,-,n.d.
Cuatro Caminos,2010-04-01,Abril 2010,-,n.d.
Cuatro Caminos,2010-03-01,Marzo 2010,-,n.d.
Cuatro Caminos,2010-02-01,Febrero 2010,-,n.d.
Cuatro Caminos,2010-01-01,Enero 2010,-,n.d.
Cuatro Caminos,2009-12-01,Diciembre 2009,-,n.d.
Cuatro Caminos,2009-11-01,Noviembre 2009,-,n.d.
Cuatro Caminos,2009-10-01,Octubre 2009,-,n.d.
Cuatro Caminos,2009-09-01,Septiembre 2009,-,n.d.
Cuatro Caminos,2009-08-01,Agosto 2009,-,n.d.
Cuatro Caminos,2009-07-01,Julio 2009,-,n.d.
Cuatro Caminos,2009-06-01,Junio 2009,-,n.d.
Cuatro Caminos,2009-05-01,Mayo 2009,-,n.d.
Cuatro Caminos,2009-04-01,Abril 2009,-,n.d.
Cuatro Caminos,2009-03-01,Marzo 2009,-,n.d.
Cuatro Caminos,2009-02-01,Febrero 2009,-,n.d.
Cuatro Caminos,2009-01-01,Enero 2009,-,n.d.
Cuatro Caminos,2008-12-01,Diciembre 2008,-,n.d.
Cuatro Caminos,2008-11-01,Noviembre 2008,-,n.d.
Cuatro Caminos,2008-10-01,Octubre 2008,-,n.d.
Cuatro Caminos,2008-09-01,Septiembre 2008,-,n.d.
Cuatro Caminos,2008-08-01,Agosto 2008,-,n.d.
Cuatro Caminos,2008-07-01,Julio 2008,-,n.d.
Cuatro Caminos,2008-06-01,Junio 2008,-,n.d.
Cuatro Caminos,2008-05-01,Mayo 2008,-,n.d.
Cuatro Caminos,2008-04-01,Abril 2008,-,n.d.
Cuatro Caminos,2008-03-01,Marzo 2008,-,n.d.
Cuatro Caminos,2008-02-01,Febrero 2008,-,n.d.
Cuatro Caminos,2008-01-01,Enero 2008,-,n.d.
Cuatro Caminos,2007-12-01,Diciembre 2007,-,n.d.
Cuatro Caminos,2007-11-01,Noviembre 2007,-,n.d.
Cuatro Caminos,2007-10-01,Octubre 2007,-,n.d.
Cuatro Caminos,2007-09-01,Septiembre 2007,-,n.d.
Cuatro Caminos,2007-08-01,Agosto 2007,-,n.d.
Cuatro Caminos,2007-07-01,Julio 2007,-,n.d.
Cuatro Caminos,2007-06-01,Junio 2007,-,n.d.
Cuatro Caminos,2007-05-01,Mayo 2007,-,n.d.
Cuatro Caminos,2007-04-01,Abril 2007,-,n.d.
Cuatro Caminos,2007-03-01,Marzo 2007,-,n.d.
Cuatro Caminos,2007-02-01,Febrero 2007,-,n.d.
Cuatro Caminos,2007-01-01,Enero 2007,-,n.d.
Cuatro Caminos,2006-12-01,Diciembre 2006,-,n.d.
Cuatro Caminos,2006-11-01,Noviembre 2006,-,n.d.
Cuatro Caminos,2006-10-01,Octubre 2006,-,n.d.
Cuatro Caminos,2006-09-01,Septiembre 2006,-,n.d.
Cuatro Caminos,2006-08-01,Agosto 2006,-,n.d.
Cuatro Caminos,2006-07-01,Julio 2006,-,n.d.
Cuatro Caminos,2006-06-01,Junio 2006,-,n.d.
Cuatro Caminos,2006-05-01,Mayo 2006,-,n.d.
Cuatro Caminos,2006-04-01,Abril 2006,-,n.d.
Cuatro Caminos,2006-03-01,Marzo 2006,-,n.d.
Cuatro Caminos,2006-02-01,Febrero 2006,-,n.d.
Cuatro Caminos,2006-01-01,Enero 2006,-,n.d.
El Sardinero,2025-10-01,Octubre 2025,5407.82,5.408 €/m2
El Sardinero,2025-09-01,Septiembre 2025,5277.32,5.277 €/m2
El Sardinero,2025-08-01,Agosto 2025,5259.95,5.260 €/m2
El Sardinero,2025-07-01,Julio 2025,5303.57,5.304 €/m2
El Sardinero,2025-06-01,Junio 2025,5165.62,5.166 €/m2
El Sardinero,2025-05-01,Mayo 2025,5027.67,5.028 €/m2
El Sardinero,2025-04-01,Abril 2025,4841.6,4.842 €/m2
El Sardinero,2025-03-01,Marzo 2025,4766.8,4.767 €/m2
El Sardinero,2025-02-01,Febrero 2025,4710.05,4.710 €/m2
El Sardinero,2025-01-01,Enero 2025,4615.63,4.616 €/m2
El Sardinero,2024-12-01,Diciembre 2024,4608.84,4.609 €/m2
El Sardinero,2024-11-01,Noviembre 2024,4706.83,4.707 €/m2
El Sardinero,2024-10-01,Octubre 2024,4689.99,4.690 €/m2
El Sardinero,2024-09-01,Septiembre 2024,4597.75,4.598 €/m2
El Sardinero,2024-08-01,Agosto 2024,4622.19,4.622 €/m2
El Sardinero,2024-07-01,Julio 2024,4660.73,4.661 €/m2
El Sardinero,2024-06-01,Junio 2024,4641.03,4.641 €/m2
El Sardinero,2024-05-01,Mayo 2024,4697.44,4.697 €/m2
El Sardinero,2024-04-01,Abril 2024,4665.11,4.665 €/m2
El Sardinero,2024-03-01,Marzo 2024,4539.29,4.539 €/m2
El Sardinero,2024-02-01,Febrero 2024,4410.89,4.411 €/m2
El Sardinero,2024-01-01,Enero 2024,4495.68,4.496 €/m2
El Sardinero,2023-12-01,Diciembre 2023,4406.04,4.406 €/m2
El Sardinero,2023-11-01,Noviembre 2023,4377.44,4.377 €/m2
El Sardinero,2023-10-01,Octubre 2023,4409.86,4.410 €/m2
El Sardinero,2023-09-01,Septiembre 2023,4375.17,4.375 €/m2
El Sardinero,2023-08-01,Agosto 2023,4312.06,4.312 €/m2
El Sardinero,2023-07-01,Julio 2023,4152.12,4.152 €/m2
El Sardinero,2023-06-01,Junio 2023,4217.6,4.218 €/m2
El Sardinero,2023-05-01,Mayo 2023,4178.29,4.178 €/m2
El Sardinero,2023-04-01,Abril 2023,4095.42,4.095 €/m2
El Sardinero,2023-03-01,Marzo 2023,4082.62,4.083 €/m2
El Sardinero,2023-02-01,Febrero 2023,4132.32,4.132 €/m2
El Sardinero,2023-01-01,Enero 2023,4146.83,4.147 €/m2
El Sardinero,2022-12-01,Diciembre 2022,4062.59,4.063 €/m2
El Sardinero,2022-11-01,Noviembre 2022,4062.22,4.062 €/m2
El Sardinero,2022-10-01,Octubre 2022,4039.19,4.039 €/m2
El Sardinero,2022-09-01,Septiembre 2022,3919.36,3.919 €/m2
El Sardinero,2022-08-01,Agosto 2022,3899.47,3.899 €/m2
El Sardinero,2022-07-01,Julio 2022,3876.28,3.876 €/m2
El Sardinero,2022-06-01,Junio 2022,3860.5,3.861 €/m2
El Sardinero,2022-05-01,Mayo 2022,3825.76,3.826 €/m2
El Sardinero,2022-04-01,Abril 2022,3881.29,3.881 €/m2
El Sardinero,2022-03-01,Marzo 2022,4002.25,4.002 €/m2
El Sardinero,2022-02-01,Febrero 2022,3950.8,3.951 €/m2
El Sardinero,2022-01-01,Enero 2022,3935.06,3.935 €/m2
El Sardinero,2021-12-01,Diciembre 2021,3919.97,3.920 €/m2
El Sardinero,2021-11-01,Noviembre 2021,3909.02,3.909 €/m2
El Sardinero,2021-10-01,Octubre 2021,3784.75,3.785 €/m2
El Sardinero,2021-09-01,Septiembre 2021,3884.54,3.885 €/m2
El Sardinero,2021-08-01,Agosto 2021,3837.7,3.838 €/m2
El Sardinero,2021-07-01,Julio 2021,3895.91,3.896 €/m2
El Sardinero,2021-06-01,Junio 2021,3889.78,3.890 €/m2
El Sardinero,2021-05-01,Mayo 2021,3823.07,3.823 €/m2
El Sardinero,2021-04-01,Abril 2021,3950.78,3.951 €/m2
El Sardinero,2021-03-01,Marzo 2021,3963.6,3.964 €/m2
El Sardinero,2021-02-01,Febrero 2021,3974,3.974 €/m2
El Sardinero,2021-01-01,Enero 2021,3972.1,3.972 €/m2
El Sardinero,2020-12-01,Diciembre 2020,3926.61,3.927 €/m2
El Sardinero,2020-11-01,Noviembre 2020,3905.72,3.906 €/m2
El Sardinero,2020-10-01,Octubre 2020,3943.23,3.943 €/m2
El Sardinero,2020-09-01,Septiembre 2020,3944.72,3.945 €/m2
El Sardinero,2020-08-01,Agosto 2020,3935.71,3.936 €/m2
El Sardinero,2020-07-01,Julio 2020,3947.48,3.947 €/m2
El Sardinero,2020-06-01,Junio 2020,3934.34,3.934 €/m2
El Sardinero,2020-05-01,Mayo 2020,3915.13,3.915 €/m2
El Sardinero,2020-04-01,Abril 2020,3858.37,3.858 €/m2
El Sardinero,2020-03-01,Marzo 2020,3740.37,3.740 €/m2
El Sardinero,2020-02-01,Febrero 2020,3700.24,3.700 €/m2
El Sardinero,2020-01-01,Enero 2020,3697.5,3.698 €/m2
El Sardinero,2019-12-01,Diciembre 2019,3714.74,3.715 €/m2
El Sardinero,2019-11-01,Noviembre 2019,3732.38,3.732 €/m2
El Sardinero,2019-10-01,Octubre 2019,3715.5,3.716 €/m2
El Sardinero,2019-09-01,Septiembre 2019,3715.44,3.715 €/m2
El Sardinero,2019-08-01,Agosto 2019,3690.24,3.690 €/m2
El Sardinero,2019-07-01,Julio 2019,3670.14,3.670 €/m2
El Sardinero,2019-06-01,Junio 2019,3651.15,3.651 €/m2
El Sardinero,2019-05-01,Mayo 2019,3561.19,3.561 €/m2
El Sardinero,2019-04-01,Abril 2019,3621.72,3.622 €/m2
El Sardinero,2019-03-01,Marzo 2019,3652.62,3.653 €/m2
El Sardinero,2019-02-01,Febrero 2019,3624.13,3.624 €/m2
El Sardinero,2019-01-01,Enero 2019,3636.38,3.636 €/m2
El Sardinero,2018-12-01,Diciembre 2018,3604.31,3.604 €/m2
El Sardinero,2018-11-01,Noviembre 2018,3537.51,3.538 €/m2
El Sardinero,2018-10-01,Octubre 2018,3528.77,3.529 €/m2
El Sardinero,2018-09-01,Septiembre 2018,3522.19,3.522 €/m2
El Sardinero,2018-08-01,Agosto 2018,3533.68,3.534 €/m2
El Sardinero,2018-07-01,Julio 2018,3578.07,3.578 €/m2
El Sardinero,2018-06-01,Junio 2018,3630,3.630 €/m2
El Sardinero,2018-05-01,Mayo 2018,3597.02,3.597 €/m2
El Sardinero,2018-04-01,Abril 2018,3587.03,3.587 €/m2
El Sardinero,2018-03-01,Marzo 2018,3603.93,3.604 €/m2
El Sardinero,2018-02-01,Febrero 2018,3595.78,3.596 €/m2
El Sardinero,2018-01-01,Enero 2018,3609.56,3.610 €/m2
El Sardinero,2017-12-01,Diciembre 2017,3594.03,3.594 €/m2
El Sardinero,2017-11-01,Noviembre 2017,3620.88,3.621 €/m2
El Sardinero,2017-10-01,Octubre 2017,3616.87,3.617 €/m2
El Sardinero,2017-09-01,Septiembre 2017,3633.58,3.634 €/m2
El Sardinero,2017-08-01,Agosto 2017,3628.24,3.628 €/m2
El Sardinero,2017-07-01,Julio 2017,3650.82,3.651 €/m2
El Sardinero,2017-06-01,Junio 2017,3653.01,3.653 €/m2
El Sardinero,2017-05-01,Mayo 2017,3667.83,3.668 €/m2
El Sardinero,2017-04-01,Abril 2017,3635.64,3.636 €/m2
El Sardinero,2017-03-01,Marzo 2017,3634.17,3.634 €/m2
El Sardinero,2017-02-01,Febrero 2017,3490.54,3.491 €/m2
El Sardinero,2017-01-01,Enero 2017,3513.75,3.514 €/m2
El Sardinero,2016-12-01,Diciembre 2016,3516.39,3.516 €/m2
El Sardinero,2016-11-01,Noviembre 2016,3539.03,3.539 €/m2
El Sardinero,2016-10-01,Octubre 2016,3553.93,3.554 €/m2
El Sardinero,2016-09-01,Septiembre 2016,3546.04,3.546 €/m2
El Sardinero,2016-08-01,Agosto 2016,3577.7,3.578 €/m2
El Sardinero,2016-07-01,Julio 2016,3568.48,3.568 €/m2
El Sardinero,2016-06-01,Junio 2016,3517.55,3.518 €/m2
El Sardinero,2016-05-01,Mayo 2016,3569.76,3.570 €/m2
El Sardinero,2016-04-01,Abril 2016,3600.83,3.601 €/m2
El Sardinero,2016-03-01,Marzo 2016,3614.84,3.615 €/m2
El Sardinero,2016-02-01,Febrero 2016,3608.16,3.608 €/m2
El Sardinero,2016-01-01,Enero 2016,3625.32,3.625 €/m2
El Sardinero,2015-12-01,Diciembre 2015,3637.18,3.637 €/m2
El Sardinero,2015-11-01,Noviembre 2015,3603.52,3.604 €/m2
El Sardinero,2015-10-01,Octubre 2015,3543.21,3.543 €/m2
El Sardinero,2015-09-01,Septiembre 2015,3453.84,3.454 €/m2
El Sardinero,2015-08-01,Agosto 2015,3554.6,3.555 €/m2
El Sardinero,2015-07-01,Julio 2015,3547.37,3.547 €/m2
El Sardinero,2015-06-01,Junio 2015,3614.96,3.615 €/m2
El Sardinero,2015-05-01,Mayo 2015,3643.99,3.644 €/m2
El Sardinero,2015-04-01,Abril 2015,3728.5,3.729 €/m2
El Sardinero,2015-03-01,Marzo 2015,3743.51,3.744 €/m2
El Sardinero,2015-02-01,Febrero 2015,3776.66,3.777 €/m2
El Sardinero,2015-01-01,Enero 2015,3758.66,3.759 €/m2
El Sardinero,2014-12-01,Diciembre 2014,3726.95,3.727 €/m2
El Sardinero,2014-11-01,Noviembre 2014,3708.99,3.709 €/m2
El Sardinero,2014-10-01,Octubre 2014,3678.33,3.678 €/m2
El Sardinero,2014-09-01,Septiembre 2014,3653.25,3.653 €/m2
El Sardinero,2014-08-01,Agosto 2014,3681.54,3.682 €/m2
El Sardinero,2014-07-01,Julio 2014,3701.38,3.701 €/m2
El Sardinero,2014-06-01,Junio 2014,3678.19,3.678 €/m2
El Sardinero,2014-05-01,Mayo 2014,3683.78,3.684 €/m2
El Sardinero,2014-04-01,Abril 2014,3751.4,3.751 €/m2
El Sardinero,2014-03-01,Marzo 2014,3805.69,3.806 €/m2
El Sardinero,2014-02-01,Febrero 2014,3798.23,3.798 €/m2
El Sardinero,2014-01-01,Enero 2014,3883.32,3.883 €/m2
El Sardinero,2013-12-01,Diciembre 2013,3789.07,3.789 €/m2
El Sardinero,2013-11-01,Noviembre 2013,3786.62,3.787 €/m2
El Sardinero,2013-10-01,Octubre 2013,3864.95,3.865 €/m2
El Sardinero,2013-09-01,Septiembre 2013,4059.08,4.059 €/m2
El Sardinero,2013-08-01,Agosto 2013,4060,4.060 €/m2
El Sardinero,2013-07-01,Julio 2013,4085.66,4.086 €/m2
El Sardinero,2013-06-01,Junio 2013,4079.67,4.080 €/m2
El Sardinero,2013-05-01,Mayo 2013,4149.25,4.149 €/m2
El Sardinero,2013-04-01,Abril 2013,4088.93,4.089 €/m2
El Sardinero,2013-03-01,Marzo 2013,4115.75,4.116 €/m2
El Sardinero,2013-02-01,Febrero 2013,4170.76,4.171 €/m2
El Sardinero,2013-01-01,Enero 2013,4219.51,4.220 €/m2
El Sardinero,2012-12-01,Diciembre 2012,4128.71,4.129 €/m2
El Sardinero,2012-11-01,Noviembre 2012,4197.28,4.197 €/m2
El Sardinero,2012-10-01,Octubre 2012,4280.16,4.280 €/m2
El Sardinero,2012-09-01,Septiembre 2012,4338.26,4.338 €/m2
El Sardinero,2012-08-01,Agosto 2012,4386.9,4.387 €/m2
El Sardinero,2012-07-01,Julio 2012,4437.8,4.438 €/m2
El Sardinero,2012-06-01,Junio 2012,4441.92,4.442 €/m2
El Sardinero,2012-05-01,Mayo 2012,4481.06,4.481 €/m2
El Sardinero,2012-04-01,Abril 2012,4489.59,4.490 €/m2
El Sardinero,2012-03-01,Marzo 2012,4427.92,4.428 €/m2
El Sardinero,2012-02-01,Febrero 2012,4466.67,4.467 €/m2
El Sardinero,2012-01-01,Enero 2012,4587.9,4.588 €/m2
El Sardinero,2011-12-01,Diciembre 2011,4567.9,4.568 €/m2
El Sardinero,2011-11-01,Noviembre 2011,4621.04,4.621 €/m2
El Sardinero,2011-10-01,Octubre 2011,4617.55,4.618 €/m2
El Sardinero,2011-09-01,Septiembre 2011,4664.66,4.665 €/m2
El Sardinero,2011-08-01,Agosto 2011,4619.13,4.619 €/m2
El Sardinero,2011-07-01,Julio 2011,4603.02,4.603 €/m2
El Sardinero,2011-06-01,Junio 2011,4593.93,4.594 €/m2
El Sardinero,2011-05-01,Mayo 2011,4645.99,4.646 €/m2
El Sardinero,2011-04-01,Abril 2011,4604.45,4.604 €/m2
El Sardinero,2011-03-01,Marzo 2011,4661.2,4.661 €/m2
El Sardinero,2011-02-01,Febrero 2011,4690.71,4.691 €/m2
El Sardinero,2011-01-01,Enero 2011,4682.79,4.683 €/m2
El Sardinero,2010-12-01,Diciembre 2010,4687.93,4.688 €/m2
El Sardinero,2010-11-01,Noviembre 2010,4815.23,4.815 €/m2
El Sardinero,2010-10-01,Octubre 2010,4633.78,4.634 €/m2
El Sardinero,2010-09-01,Septiembre 2010,4517.69,4.518 €/m2
El Sardinero,2010-08-01,Agosto 2010,-,n.d.
El Sardinero,2010-07-01,Julio 2010,-,n.d.
El Sardinero,2010-06-01,Junio 2010,-,n.d.
El Sardinero,2010-05-01,Mayo 2010,-,n.d.
El Sardinero,2010-04-01,Abril 2010,-,n.d.
El Sardinero,2010-03-01,Marzo 2010,-,n.d.
El Sardinero,2010-02-01,Febrero 2010,-,n.d.
El Sardinero,2010-01-01,Enero 2010,-,n.d.
El Sardinero,2009-12-01,Diciembre 2009,-,n.d.
El Sardinero,2009-11-01,Noviembre 2009,-,n.d.
El Sardinero,2009-10-01,Octubre 2009,-,n.d.
El Sardinero,2009-09-01,Septiembre 2009,-,n.d.
El Sardinero,2009-08-01,Agosto 2009,-,n.d.
El Sardinero,2009-07-01,Julio 2009,-,n.d.
El Sardinero,2009-06-01,Junio 2009,-,n.d.
El Sardinero,2009-05-01,Mayo 2009,-,n.d.
El Sardinero,2009-04-01,Abril 2009,-,n.d.
El Sardinero,2009-03-01,Marzo 2009,-,n.d.
El Sardinero,2009-02-01,Febrero 2009,-,n.d.
El Sardinero,2009-01-01,Enero 2009,-,n.d.
El Sardinero,2008-12-01,Diciembre 2008,-,n.d.
El Sardinero,2008-11-01,Noviembre 2008,-,n.d.
