distrito,fecha,fecha_texto,precio_m2,precio_texto
Numancia - San Fernando,2015-04-01,Abril 2015,1653.63,1.654 €/m2
Numancia - San Fernando,2015-03-01,Marzo 2015,1644.33,1.644 €/m2
Numancia - San Fernando,2015-02-01,Febrero 2015,1656.58,1.657 €/m2
Numancia - San Fernando,2015-01-01,Enero 2015,1695.64,1.696 €/m2
Numancia - San Fernando,2014-12-01,Diciembre 2014,1717.73,1.718 €/m2
Numancia - San Fernando,2014-11-01,Noviembre 2014,1724.23,1.724 €/m2
Numancia - San Fernando,2014-10-01,Octubre 2014,1733.3,1.733 €/m2
Numancia - San Fernando,2014-09-01,Septiembre 2014,1756.65,1.757 €/m2
Numancia - San Fernando,2014-08-01,Agosto 2014,1788.53,1.789 €/m2
Numancia - San Fernando,2014-07-01,Julio 2014,1794.95,1.795 €/m2
Numancia - San Fernando,2014-06-01,Junio 2014,1849.87,1.850 €/m2
Numancia - San Fernando,2014-05-01,Mayo 2014,1874.33,1.874 €/m2
Numancia - San Fernando,2014-04-01,Abril 2014,1886.54,1.887 €/m2
Numancia - San Fernando,2014-03-01,Marzo 2014,1871.07,1.871 €/m2
Numancia - San Fernando,2014-02-01,Febrero 2014,1902.62,1.903 €/m2
Numancia - San Fernando,2014-01-01,Enero 2014,1913.6,1.914 €/m2
Numancia - San Fernando,2013-12-01,Diciembre 2013,1921.77,1.922 €/m2
Numancia - San Fernando,2013-11-01,Noviembre 2013,1921.73,1.922 €/m2
Numancia - San Fernando,2013-10-01,Octubre 2013,1927.4,1.927 €/m2
Numancia - San Fernando,2013-09-01,Septiembre 2013,1944.05,1.944 €/m2
Numancia - San Fernando,2013-08-01,Agosto 2013,1936.17,1.936 €/m2
Numancia - San Fernando,2013-07-01,Julio 2013,1958.1,1.958 €/m2
Numancia - San Fernando,2013-06-01,Junio 2013,1997.82,1.998 €/m2
Numancia - San Fernando,2013-05-01,Mayo 2013,1997.81,1.998 €/m2
Numancia - San Fernando,2013-04-01,Abril 2013,1997.89,1.998 €/m2
Numancia - San Fernando,2013-03-01,Marzo 2013,2003.8,2.004 €/m2
Numancia - San Fernando,2013-02-01,Febrero 2013,2008.09,2.008 €/m2
Numancia - San Fernando,2013-01-01,Enero 2013,2001.3,2.001 €/m2
Numancia - San Fernando,2012-12-01,Diciembre 2012,1997.47,1.997 €/m2
Numancia - San Fernando,2012-11-01,Noviembre 2012,1998.24,1.998 €/m2
Numancia - San Fernando,2012-10-01,Octubre 2012,1987.9,1.988 €/m2
Numancia - San Fernando,2012-09-01,Septiembre 2012,1998.69,1.999 €/m2
Numancia - San Fernando,2012-08-01,Agosto 2012,2030.2,2.030 €/m2
Numancia - San Fernando,2012-07-01,Julio 2012,2040.72,2.041 €/m2
Numancia - San Fernando,2012-06-01,Junio 2012,2015.79,2.016 €/m2
Numancia - San Fernando,2012-05-01,Mayo 2012,2071.12,2.071 €/m2
Numancia - San Fernando,2012-04-01,Abril 2012,2116.92,2.117 €/m2
Numancia - San Fernando,2012-03-01,Marzo 2012,2114.32,2.114 €/m2
Numancia - San Fernando,2012-02-01,Febrero 2012,2086.93,2.087 €/m2
Numancia - San Fernando,2012-01-01,Enero 2012,2052,2.052 €/m2
Numancia - San Fernando,2011-12-01,Diciembre 2011,2111.18,2.111 €/m2
Numancia - San Fernando,2011-11-01,Noviembre 2011,2115.94,2.116 €/m2
Numancia - San Fernando,2011-10-01,Octubre 2011,2121.21,2.121 €/m2
Numancia - San Fernando,2011-09-01,Septiembre 2011,2117.06,2.117 €/m2
Numancia - San Fernando,2011-08-01,Agosto 2011,2112.5,2.113 €/m2
Numancia - San Fernando,2011-07-01,Julio 2011,2117.65,2.118 €/m2
Numancia - San Fernando,2011-06-01,Junio 2011,2123.08,2.123 €/m2
Numancia - San Fernando,2011-05-01,Mayo 2011,2115.34,2.115 €/m2
Numancia - San Fernando,2011-04-01,Abril 2011,2112.5,2.113 €/m2
Numancia - San Fernando,2011-03-01,Marzo 2011,2100,2.100 €/m2
Numancia - San Fernando,2011-02-01,Febrero 2011,2054.55,2.055 €/m2
Numancia - San Fernando,2011-01-01,Enero 2011,2100,2.100 €/m2
Numancia - San Fernando,2010-12-01,Diciembre 2010,2108.33,2.108 €/m2
Numancia - San Fernando,2010-11-01,Noviembre 2010,2100,2.100 €/m2
Numancia - San Fernando,2010-10-01,Octubre 2010,2117.65,2.118 €/m2
Numancia - San Fernando,2010-09-01,Septiembre 2010,2083.33,2.083 €/m2
Numancia - San Fernando,2010-08-01,Agosto 2010,2083.33,2.083 €/m2
Numancia - San Fernando,2010-07-01,Julio 2010,-,n.d.
Numancia - San Fernando,2010-06-01,Junio 2010,-,n.d.
Numancia - San Fernando,2010-05-01,Mayo 2010,-,n.d.
Numancia - San Fernando,2010-04-01,Abril 2010,-,n.d.
Numancia - San Fernando,2010-03-01,Marzo 2010,-,n.d.
Numancia - San Fernando,2010-02-01,Febrero 2010,-,n.d.
Numancia - San Fernando,2010-01-01,Enero 2010,-,n.d.
Numancia - San Fernando,2009-12-01,Diciembre 2009,-,n.d.
Numancia - San Fernando,2009-11-01,Noviembre 2009,-,n.d.
Numancia - San Fernando,2009-10-01,Octubre 2009,-,n.d.
Numancia - San Fernando,2009-09-01,Septiembre 2009,-,n.d.
Numancia - San Fernando,2009-08-01,Agosto 2009,-,n.d.
Numancia - San Fernando,2009-07-01,Julio 2009,-,n.d.
Numancia - San Fernando,2009-06-01,Junio 2009,-,n.d.
Numancia - San Fernando,2009-05-01,Mayo 2009,-,n.d.
Numancia - San Fernando,2009-04-01,Abril 2009,-,n.d.
Numancia - San Fernando,2009-03-01,Marzo 2009,-,n.d.
Numancia - San Fernando,2009-02-01,Febrero 2009,-,n.d.
Numancia - San Fernando,2009-01-01,Enero 2009,-,n.d.
Numancia - San Fernando,2008-12-01,Diciembre 2008,-,n.d.
Numancia - San Fernando,2008-11-01,Noviembre 2008,-,n.d.
Numancia - San Fernando,2008-10-01,Octubre 2008,-,n.d.
Numancia - San Fernando,2008-09-01,Septiembre 2008,-,n.d.
Numancia - San Fernando,2008-08-01,Agosto 2008,-,n.d.
Numancia - San Fernando,2008-07-01,Julio 2008,-,n.d.
Numancia - San Fernando,2008-06-01,Junio 2008,-,n.d.
Numancia - San Fernando,2008-05-01,Mayo 2008,-,n.d.
Numancia - San Fernando,2008-04-01,Abril 2008,-,n.d.
Numancia - San Fernando,2008-03-01,Marzo 2008,-,n.d.
Numancia - San Fernando,2008-02-01,Febrero 2008,-,n.d.
Numancia - San Fernando,2008-01-01,Enero 2008,-,n.d.
Numancia - San Fernando,2007-12-01,Diciembre 2007,-,n.d.
Numancia - San Fernando,2007-11-01,Noviembre 2007,-,n.d.
Numancia - San Fernando,2007-10-01,Octubre 2007,-,n.d.
Numancia - San Fernando,2007-09-01,Septiembre 2007,-,n.d.
Numancia - San Fernando,2007-08-01,Agosto 2007,-,n.d.
Numancia - San Fernando,2007-07-01,Julio 2007,-,n.d.
Numancia - San Fernando,2007-06-01,Junio 2007,-,n.d.
Numancia - San Fernando,2007-05-01,Mayo 2007,-,n.d.
Numancia - San Fernando,2007-04-01,Abril 2007,-,n.d.
Numancia - San Fernando,2007-03-01,Marzo 2007,-,n.d.
Numancia - San Fernando,2007-02-01,Febrero 2007,-,n.d.
Numancia - San Fernando,2007-01-01,Enero 2007,-,n.d.
Numancia - San Fernando,2006-12-01,Diciembre 2006,-,n.d.
Numancia - San Fernando,2006-11-01,Noviembre 2006,-,n.d.
Numancia - San Fernando,2006-10-01,Octubre 2006,-,n.d.
Numancia - San Fernando,2006-09-01,Septiembre 2006,-,n.d.
Numancia - San Fernando,2006-08-01,Agosto 2006,-,n.d.
Numancia - San Fernando,2006-07-01,Julio 2006,-,n.d.
Numancia - San Fernando,2006-06-01,Junio 2006,-,n.d.
Numancia - San Fernando,2006-05-01,Mayo 2006,-,n.d.
Numancia - San Fernando,2006-04-01,Abril 2006,-,n.d.
Numancia - San Fernando,2006-03-01,Marzo 2006,-,n.d.
Numancia - San Fernando,2006-02-01,Febrero 2006,-,n.d.
Numancia - San Fernando,2006-01-01,Enero 2006,-,n.d.
Penacastillo - Nuevamontaña,2025-10-01,Octubre 2025,2035.7,2.036 €/m2
Penacastillo - Nuevamontaña,2025-09-01,Septiembre 2025,2024.59,2.025 €/m2
Penacastillo - Nuevamontaña,2025-08-01,Agosto 2025,2029.18,2.029 €/m2
Penacastillo - Nuevamontaña,2025-07-01,Julio 2025,1905.78,1.906 €/m2
Penacastillo - Nuevamontaña,2025-06-01,Junio 2025,1931.22,1.931 €/m2
Penacastillo - Nuevamontaña,2025-05-01,Mayo 2025,1933.23,1.933 €/m2
Penacastillo - Nuevamontaña,2025-04-01,Abril 2025,1905.19,1.905 €/m2
Penacastillo - Nuevamontaña,2025-03-01,Marzo 2025,1915.53,1.916 €/m2
Penacastillo - Nuevamontaña,2025-02-01,Febrero 2025,1953.8,1.954 €/m2
Penacastillo - Nuevamontaña,2025-01-01,Enero 2025,1992.07,1.992 €/m2
Penacastillo - Nuevamontaña,2024-12-01,Diciembre 2024,2030.34,2.030 €/m2
Penacastillo - Nuevamontaña,2024-11-01,Noviembre 2024,2035.14,2.035 €/m2
Penacastillo - Nuevamontaña,2024-10-01,Octubre 2024,1983.91,1.984 €/m2
Penacastillo - Nuevamontaña,2024-09-01,Septiembre 2024,1913.84,1.914 €/m2
Penacastillo - Nuevamontaña,2024-08-01,Agosto 2024,1843.77,1.844 €/m2
Penacastillo - Nuevamontaña,2024-07-01,Julio 2024,1832.3,1.832 €/m2
Penacastillo - Nuevamontaña,2024-06-01,Junio 2024,1859.08,1.859 €/m2
Penacastillo - Nuevamontaña,2024-05-01,Mayo 2024,1853.07,1.853 €/m2
Penacastillo - Nuevamontaña,2024-04-01,Abril 2024,1821.85,1.822 €/m2
Penacastillo - Nuevamontaña,2024-03-01,Marzo 2024,1754.17,1.754 €/m2
Penacastillo - Nuevamontaña,2024-02-01,Febrero 2024,1686.5,1.687 €/m2
Penacastillo - Nuevamontaña,2024-01-01,Enero 2024,1674.98,1.675 €/m2
Penacastillo - Nuevamontaña,2023-12-01,Diciembre 2023,1670.24,1.670 €/m2
Penacastillo - Nuevamontaña,2023-11-01,Noviembre 2023,1641.06,1.641 €/m2
Penacastillo - Nuevamontaña,2023-10-01,Octubre 2023,1626.35,1.626 €/m2
Penacastillo - Nuevamontaña,2023-09-01,Septiembre 2023,1597.86,1.598 €/m2
Penacastillo - Nuevamontaña,2023-08-01,Agosto 2023,1577.59,1.578 €/m2
Penacastillo - Nuevamontaña,2023-07-01,Julio 2023,1571.61,1.572 €/m2
Penacastillo - Nuevamontaña,2023-06-01,Junio 2023,1577.98,1.578 €/m2
Penacastillo - Nuevamontaña,2023-05-01,Mayo 2023,1533.63,1.534 €/m2
Penacastillo - Nuevamontaña,2023-04-01,Abril 2023,1553.58,1.554 €/m2
Penacastillo - Nuevamontaña,2023-03-01,Marzo 2023,1577.32,1.577 €/m2
Penacastillo - Nuevamontaña,2023-02-01,Febrero 2023,1577.61,1.578 €/m2
Penacastillo - Nuevamontaña,2023-01-01,Enero 2023,1570.77,1.571 €/m2
Penacastillo - Nuevamontaña,2022-12-01,Diciembre 2022,1576.18,1.576 €/m2
Penacastillo - Nuevamontaña,2022-11-01,Noviembre 2022,1559.52,1.560 €/m2
Penacastillo - Nuevamontaña,2022-10-01,Octubre 2022,1507.31,1.507 €/m2
Penacastillo - Nuevamontaña,2022-09-01,Septiembre 2022,1507.01,1.507 €/m2
Penacastillo - Nuevamontaña,2022-08-01,Agosto 2022,1501.34,1.501 €/m2
Penacastillo - Nuevamontaña,2022-07-01,Julio 2022,1500.76,1.501 €/m2
Penacastillo - Nuevamontaña,2022-06-01,Junio 2022,1517.45,1.517 €/m2
Penacastillo - Nuevamontaña,2022-05-01,Mayo 2022,1527.48,1.527 €/m2
Penacastillo - Nuevamontaña,2022-04-01,Abril 2022,1520.25,1.520 €/m2
Penacastillo - Nuevamontaña,2022-03-01,Marzo 2022,1510.02,1.510 €/m2
Penacastillo - Nuevamontaña,2022-02-01,Febrero 2022,1509.05,1.509 €/m2
Penacastillo - Nuevamontaña,2022-01-01,Enero 2022,1517.18,1.517 €/m2
Penacastillo - Nuevamontaña,2021-12-01,Diciembre 2021,1529.19,1.529 €/m2
Penacastillo - Nuevamontaña,2021-11-01,Noviembre 2021,1518.22,1.518 €/m2
Penacastillo - Nuevamontaña,2021-10-01,Octubre 2021,1538.24,1.538 €/m2
Penacastillo - Nuevamontaña,2021-09-01,Septiembre 2021,1532.58,1.533 €/m2
Penacastillo - Nuevamontaña,2021-08-01,Agosto 2021,1529.31,1.529 €/m2
Penacastillo - Nuevamontaña,2021-07-01,Julio 2021,1567.36,1.567 €/m2
Penacastillo - Nuevamontaña,2021-06-01,Junio 2021,1552.84,1.553 €/m2
Penacastillo - Nuevamontaña,2021-05-01,Mayo 2021,1600.99,1.601 €/m2
Penacastillo - Nuevamontaña,2021-04-01,Abril 2021,1599.3,1.599 €/m2
Penacastillo - Nuevamontaña,2021-03-01,Marzo 2021,1609.67,1.610 €/m2
Penacastillo - Nuevamontaña,2021-02-01,Febrero 2021,1631.97,1.632 €/m2
Penacastillo - Nuevamontaña,2021-01-01,Enero 2021,1551.8,1.552 €/m2
Penacastillo - Nuevamontaña,2020-12-01,Diciembre 2020,1592.67,1.593 €/m2
Penacastillo - Nuevamontaña,2020-11-01,Noviembre 2020,1639.12,1.639 €/m2
Penacastillo - Nuevamontaña,2020-10-01,Octubre 2020,1644.51,1.645 €/m2
Penacastillo - Nuevamontaña,2020-09-01,Septiembre 2020,1613.45,1.613 €/m2
Penacastillo - Nuevamontaña,2020-08-01,Agosto 2020,1604.72,1.605 €/m2
Penacastillo - Nuevamontaña,2020-07-01,Julio 2020,1626.32,1.626 €/m2
Penacastillo - Nuevamontaña,2020-06-01,Junio 2020,1635.51,1.636 €/m2
Penacastillo - Nuevamontaña,2020-05-01,Mayo 2020,1607.28,1.607 €/m2
Penacastillo - Nuevamontaña,2020-04-01,Abril 2020,1607.28,1.607 €/m2
Penacastillo - Nuevamontaña,2020-03-01,Marzo 2020,1536.55,1.537 €/m2
Penacastillo - Nuevamontaña,2020-02-01,Febrero 2020,1529.34,1.529 €/m2
Penacastillo - Nuevamontaña,2020-01-01,Enero 2020,1527.17,1.527 €/m2
Penacastillo - Nuevamontaña,2019-12-01,Diciembre 2019,1532.18,1.532 €/m2
Penacastillo - Nuevamontaña,2019-11-01,Noviembre 2019,1504.27,1.504 €/m2
Penacastillo - Nuevamontaña,2019-10-01,Octubre 2019,1517.89,1.518 €/m2
Penacastillo - Nuevamontaña,2019-09-01,Septiembre 2019,1495.24,1.495 €/m2
Penacastillo - Nuevamontaña,2019-08-01,Agosto 2019,1507.6,1.508 €/m2
Penacastillo - Nuevamontaña,2019-07-01,Julio 2019,1512.16,1.512 €/m2
Penacastillo - Nuevamontaña,2019-06-01,Junio 2019,1516.89,1.517 €/m2
Penacastillo - Nuevamontaña,2019-05-01,Mayo 2019,1521.34,1.521 €/m2
Penacastillo - Nuevamontaña,2019-04-01,Abril 2019,1529.66,1.530 €/m2
Penacastillo - Nuevamontaña,2019-03-01,Marzo 2019,1537.72,1.538 €/m2
Penacastillo - Nuevamontaña,2019-02-01,Febrero 2019,1560.5,1.561 €/m2
Penacastillo - Nuevamontaña,2019-01-01,Enero 2019,1557.35,1.557 €/m2
Penacastillo - Nuevamontaña,2018-12-01,Diciembre 2018,1529.47,1.529 €/m2
Penacastillo - Nuevamontaña,2018-11-01,Noviembre 2018,1506.18,1.506 €/m2
Penacastillo - Nuevamontaña,2018-10-01,Octubre 2018,1503.05,1.503 €/m2
Penacastillo - Nuevamontaña,2018-09-01,Septiembre 2018,1502.37,1.502 €/m2
Penacastillo - Nuevamontaña,2018-08-01,Agosto 2018,1523.02,1.523 €/m2
Penacastillo - Nuevamontaña,2018-07-01,Julio 2018,1513.14,1.513 €/m2
Penacastillo - Nuevamontaña,2018-06-01,Junio 2018,1505.26,1.505 €/m2
Penacastillo - Nuevamontaña,2018-05-01,Mayo 2018,1487.56,1.488 €/m2
Penacastillo - Nuevamontaña,2018-04-01,Abril 2018,1487.94,1.488 €/m2
Penacastillo - Nuevamontaña,2018-03-01,Marzo 2018,1495.46,1.495 €/m2
Penacastillo - Nuevamontaña,2018-02-01,Febrero 2018,1510.04,1.510 €/m2
Penacastillo - Nuevamontaña,2018-01-01,Enero 2018,1494.52,1.495 €/m2
Penacastillo - Nuevamontaña,2017-12-01,Diciembre 2017,1503.67,1.504 €/m2
Penacastillo - Nuevamontaña,2017-11-01,Noviembre 2017,1495.28,1.495 €/m2
Penacastillo - Nuevamontaña,2017-10-01,Octubre 2017,1490.96,1.491 €/m2
Penacastillo - Nuevamontaña,2017-09-01,Septiembre 2017,1495.03,1.495 €/m2
Penacastillo - Nuevamontaña,2017-08-01,Agosto 2017,1491.12,1.491 €/m2
Penacastillo - Nuevamontaña,2017-07-01,Julio 2017,1496.89,1.497 €/m2
Penacastillo - Nuevamontaña,2017-06-01,Junio 2017,1502.72,1.503 €/m2
Penacastillo - Nuevamontaña,2017-05-01,Mayo 2017,1501.11,1.501 €/m2
Penacastillo - Nuevamontaña,2017-04-01,Abril 2017,1494.02,1.494 €/m2
Penacastillo - Nuevamontaña,2017-03-01,Marzo 2017,1518.53,1.519 €/m2
Penacastillo - Nuevamontaña,2017-02-01,Febrero 2017,1510.65,1.511 €/m2
Penacastillo - Nuevamontaña,2017-01-01,Enero 2017,1514.47,1.514 €/m2
Penacastillo - Nuevamontaña,2016-12-01,Diciembre 2016,1522.06,1.522 €/m2
Penacastillo - Nuevamontaña,2016-11-01,Noviembre 2016,1523.49,1.523 €/m2
Penacastillo - Nuevamontaña,2016-10-01,Octubre 2016,1519.12,1.519 €/m2
Penacastillo - Nuevamontaña,2016-09-01,Septiembre 2016,1513.58,1.514 €/m2
Penacastillo - Nuevamontaña,2016-08-01,Agosto 2016,1528.45,1.528 €/m2
Penacastillo - Nuevamontaña,2016-07-01,Julio 2016,1517.57,1.518 €/m2
Penacastillo - Nuevamontaña,2016-06-01,Junio 2016,1513.23,1.513 €/m2
Penacastillo - Nuevamontaña,2016-05-01,Mayo 2016,1511.3,1.511 €/m2
Penacastillo - Nuevamontaña,2016-04-01,Abril 2016,1509.11,1.509 €/m2
Penacastillo - Nuevamontaña,2016-03-01,Marzo 2016,1492.66,1.493 €/m2
Penacastillo - Nuevamontaña,2016-02-01,Febrero 2016,1515.14,1.515 €/m2
Penacastillo - Nuevamontaña,2016-01-01,Enero 2016,1525.68,1.526 €/m2
Penacastillo - Nuevamontaña,2015-12-01,Diciembre 2015,1531.85,1.532 €/m2
Penacastillo - Nuevamontaña,2015-11-01,Noviembre 2015,1578.81,1.579 €/m2
Penacastillo - Nuevamontaña,2015-10-01,Octubre 2015,1587.56,1.588 €/m2
Penacastillo - Nuevamontaña,2015-09-01,Septiembre 2015,1585.72,1.586 €/m2
Penacastillo - Nuevamontaña,2015-08-01,Agosto 2015,1579.72,1.580 €/m2
Penacastillo - Nuevamontaña,2015-07-01,Julio 2015,1570.17,1.570 €/m2
Penacastillo - Nuevamontaña,2015-06-01,Junio 2015,1591.79,1.592 €/m2
Penacastillo - Nuevamontaña,2015-05-01,Mayo 2015,1599.21,1.599 €/m2
Penacastillo - Nuevamontaña,2015-04-01,Abril 2015,1576.73,1.577 €/m2
Penacastillo - Nuevamontaña,2015-03-01,Marzo 2015,1566.97,1.567 €/m2
Penacastillo - Nuevamontaña,2015-02-01,Febrero 2015,1557.75,1.558 €/m2
Penacastillo - Nuevamontaña,2015-01-01,Enero 2015,1557.77,1.558 €/m2
Penacastillo - Nuevamontaña,2014-12-01,Diciembre 2014,1558.53,1.559 €/m2
Penacastillo - Nuevamontaña,2014-11-01,Noviembre 2014,1561.54,1.562 €/m2
Penacastillo - Nuevamontaña,2014-10-01,Octubre 2014,1570.38,1.570 €/m2
Penacastillo - Nuevamontaña,2014-09-01,Septiembre 2014,1566.8,1.567 €/m2
Penacastillo - Nuevamontaña,2014-08-01,Agosto 2014,1582.48,1.582 €/m2
Penacastillo - Nuevamontaña,2014-07-01,Julio 2014,1596.87,1.597 €/m2
Penacastillo - Nuevamontaña,2014-06-01,Junio 2014,1612.87,1.613 €/m2
Penacastillo - Nuevamontaña,2014-05-01,Mayo 2014,1622.17,1.622 €/m2
Penacastillo - Nuevamontaña,2014-04-01,Abril 2014,1624.27,1.624 €/m2
Penacastillo - Nuevamontaña,2014-03-01,Marzo 2014,1627.85,1.628 €/m2
Penacastillo - Nuevamontaña,2014-02-01,Febrero 2014,1665.39,1.665 €/m2
Penacastillo - Nuevamontaña,2014-01-01,Enero 2014,1653.18,1.653 €/m2
Penacastillo - Nuevamontaña,2013-12-01,Diciembre 2013,1641.93,1.642 €/m2
Penacastillo - Nuevamontaña,2013-11-01,Noviembre 2013,1597.04,1.597 €/m2
Penacastillo - Nuevamontaña,2013-10-01,Octubre 2013,1638.7,1.639 €/m2
Penacastillo - Nuevamontaña,2013-09-01,Septiembre 2013,1665.98,1.666 €/m2
Penacastillo - Nuevamontaña,2013-08-01,Agosto 2013,1731.02,1.731 €/m2
Penacastillo - Nuevamontaña,2013-07-01,Julio 2013,1685.18,1.685 €/m2
Penacastillo - Nuevamontaña,2013-06-01,Junio 2013,1735.5,1.736 €/m2
Penacastillo - Nuevamontaña,2013-05-01,Mayo 2013,1743.87,1.744 €/m2
Penacastillo - Nuevamontaña,2013-04-01,Abril 2013,1757.58,1.758 €/m2
Penacastillo - Nuevamontaña,2013-03-01,Marzo 2013,1779.8,1.780 €/m2
Penacastillo - Nuevamontaña,2013-02-01,Febrero 2013,1798.68,1.799 €/m2
Penacastillo - Nuevamontaña,2013-01-01,Enero 2013,1790.68,1.791 €/m2
Penacastillo - Nuevamontaña,2012-12-01,Diciembre 2012,1836.91,1.837 €/m2
Penacastillo - Nuevamontaña,2012-11-01,Noviembre 2012,1854.5,1.855 €/m2
Penacastillo - Nuevamontaña,2012-10-01,Octubre 2012,1864.57,1.865 €/m2
Penacastillo - Nuevamontaña,2012-09-01,Septiembre 2012,1868.86,1.869 €/m2
Penacastillo - Nuevamontaña,2012-08-01,Agosto 2012,1854.75,1.855 €/m2
Penacastillo - Nuevamontaña,2012-07-01,Julio 2012,1899.62,1.900 €/m2
Penacastillo - Nuevamontaña,2012-06-01,Junio 2012,1932.07,1.932 €/m2
Penacastillo - Nuevamontaña,2012-05-01,Mayo 2012,1944.04,1.944 €/m2
Penacastillo - Nuevamontaña,2012-04-01,Abril 2012,1954.87,1.955 €/m2
Penacastillo - Nuevamontaña,2012-03-01,Marzo 2012,1965.98,1.966 €/m2
Penacastillo - Nuevamontaña,2012-02-01,Febrero 2012,1995.31,1.995 €/m2
Penacastillo - Nuevamontaña,2012-01-01,Enero 2012,2017.81,2.018 €/m2
Penacastillo - Nuevamontaña,2011-12-01,Diciembre 2011,2019.21,2.019 €/m2
Penacastillo - Nuevamontaña,2011-11-01,Noviembre 2011,2033.93,2.034 €/m2
Penacastillo - Nuevamontaña,2011-10-01,Octubre 2011,2016.93,2.017 €/m2
Penacastillo - Nuevamontaña,2011-09-01,Septiembre 2011,2036.24,2.036 €/m2
Penacastillo - Nuevamontaña,2011-08-01,Agosto 2011,2054.08,2.054 €/m2
Penacastillo - Nuevamontaña,2011-07-01,Julio 2011,2055.82,2.056 €/m2
Penacastillo - Nuevamontaña,2011-06-01,Junio 2011,2069.78,2.070 €/m2
Penacastillo - Nuevamontaña,2011-05-01,Mayo 2011,2085.86,2.086 €/m2
Penacastillo - Nuevamontaña,2011-04-01,Abril 2011,2061.9,2.062 €/m2
Penacastillo - Nuevamontaña,2011-03-01,Marzo 2011,2089.54,2.090 €/m2
Penacastillo - Nuevamontaña,2011-02-01,Febrero 2011,2092.85,2.093 €/m2
Penacastillo - Nuevamontaña,2011-01-01,Enero 2011,2090.38,2.090 €/m2
Penacastillo - Nuevamontaña,2010-12-01,Diciembre 2010,2045.16,2.045 €/m2
Penacastillo - Nuevamontaña,2010-11-01,Noviembre 2010,2161.36,2.161 €/m2
Penacastillo - Nuevamontaña,2010-10-01,Octubre 2010,2109.25,2.109 €/m2
Penacastillo - Nuevamontaña,2010-09-01,Septiembre 2010,2142.86,2.143 €/m2
Penacastillo - Nuevamontaña,2010-08-01,Agosto 2010,-,n.d.
Penacastillo - Nuevamontaña,2010-07-01,Julio 2010,-,n.d.
Penacastillo - Nuevamontaña,2010-06-01,Junio 2010,-,n.d.
Penacastillo - Nuevamontaña,2010-05-01,Mayo 2010,-,n.d.
Penacastillo - Nuevamontaña,2010-04-01,Abril 2010,-,n.d.
Penacastillo - Nuevamontaña,2010-03-01,Marzo 2010,-,n.d.
Penacastillo - Nuevamontaña,2010-02-01,Febrero 2010,-,n.d.
Penacastillo - Nuevamontaña,2010-01-01,Enero 2010,-,n.d.
Penacastillo - Nuevamontaña,2009-12-01,Diciembre 2009,-,n.d.
Penacastillo - Nuevamontaña,2009-11-01,Noviembre 2009,-,n.d.
Penacastillo - Nuevamontaña,2009-10-01,Octubre 2009,-,n.d.
Penacastillo - Nuevamontaña,2009-09-01,Septiembre 2009,-,n.d.
Penacastillo - Nuevamontaña,2009-08-01,Agosto 2009,-,n.d.
Penacastillo - Nuevamontaña,2009-07-01,Julio 2009,-,n.d.
Penacastillo - Nuevamontaña,2009-06-01,Junio 2009,-,n.d.
Penacastillo - Nuevamontaña,2009-05-01,Mayo 2009,-,n.d.
Penacastillo - Nuevamontaña,2009-04-01,Abril 2009,-,n.d.
Penacastillo - Nuevamontaña,2009-03-01,Marzo 2009,-,n.d.
Penacastillo - Nuevamontaña,2009-02-01,Febrero 2009,-,n.d.
Penacastillo - Nuevamontaña,2009-01-01,Enero 2009,-,n.d.
Penacastillo - Nuevamontaña,2008-12-01,Diciembre 2008,-,n.d.
Penacastillo - Nuevamontaña,2008-11-01,Noviembre 2008,-,n.d.
Penacastillo - Nuevamontaña,2008-10-01,Octubre 2008,-,n.d.
Penacastillo - Nuevamontaña,2008-09-01,Septiembre 2008,-,n.d.
Penacastillo - Nuevamontaña,2008-08-01,Agosto 2008,-,n.d.
Penacastillo - Nuevamontaña,2008-07-01,Julio 2008,-,n.d.
Penacastillo - Nuevamontaña,2008-06-01,Junio 2008,-,n.d.
Penacastillo - Nuevamontaña,2008-05-01,Mayo 2008,-,n.d.
Penacastillo - Nuevamontaña,2008-04-01,Abril 2008,-,n.d.
Penacastillo - Nuevamontaña,2008-03-01,Marzo 2008,-,n.d.
Penacastillo - Nuevamontaña,2008-02-01,Febrero 2008,-,n.d.
Penacastillo - Nuevamontaña,2008-01-01,Enero 2008,-,n.d.
Penacastillo - Nuevamontaña,2007-12-01,Diciembre 2007,-,n.d.
Penacastillo - Nuevamontaña,2007-11-01,Noviembre 2007,-,n.d.
Penacastillo - Nuevamontaña,2007-10-01,Octubre 2007,-,n.d.
Penacastillo - Nuevamontaña,2007-09-01,Septiembre 2007,-,n.d.
Penacastillo - Nuevamontaña,2007-08-01,Agosto 2007,-,n.d.
Penacastillo - Nuevamontaña,2007-07-01,Julio 2007,-,n.d.
Penacastillo - Nuevamontaña,2007-06-01,Junio 2007,-,n.d.
Penacastillo - Nuevamontaña,2007-05-01,Mayo 2007,-,n.d.
Penacastillo - Nuevamontaña,2007-04-01,Abril 2007,-,n.d.
Penacastillo - Nuevamontaña,2007-03-01,Marzo 2007,-,n.d.
Penacastillo - Nuevamontaña,2007-02-01,Febrero 2007,-,n.d.
Penacastillo - Nuevamontaña,2007-01-01,Enero 2007,-,n.d.
Penacastillo - Nuevamontaña,2006-12-01,Diciembre 2006,-,n.d.
