municipio,fecha,fecha_texto,precio_m2,precio_texto
Cudon,2013-06-01,Junio 2013,-,n.d.
Cudon,2013-05-01,Mayo 2013,-,n.d.
Cudon,2013-04-01,Abril 2013,-,n.d.
Cudon,2013-03-01,Marzo 2013,-,n.d.
Cudon,2013-02-01,Febrero 2013,-,n.d.
Cudon,2013-01-01,Enero 2013,-,n.d.
Cudon,2012-12-01,Diciembre 2012,-,n.d.
Cudon,2012-11-01,Noviembre 2012,-,n.d.
Cudon,2012-10-01,Octubre 2012,-,n.d.
Cudon,2012-09-01,Septiembre 2012,-,n.d.
Cudon,2012-08-01,Agosto 2012,-,n.d.
Cudon,2012-07-01,Julio 2012,-,n.d.
Cudon,2012-06-01,Junio 2012,-,n.d.
Cudon,2012-05-01,Mayo 2012,-,n.d.
Cudon,2012-04-01,Abril 2012,-,n.d.
Cudon,2012-03-01,Marzo 2012,-,n.d.
Cudon,2012-02-01,Febrero 2012,-,n.d.
Cudon,2012-01-01,Enero 2012,-,n.d.
Cudon,2011-12-01,Diciembre 2011,-,n.d.
Cudon,2011-11-01,Noviembre 2011,-,n.d.
Cudon,2011-10-01,Octubre 2011,-,n.d.
Cudon,2011-09-01,Septiembre 2011,-,n.d.
Cudon,2011-08-01,Agosto 2011,-,n.d.
Cudon,2011-07-01,Julio 2011,-,n.d.
Cudon,2011-06-01,Junio 2011,-,n.d.
Cudon,2011-05-01,Mayo 2011,-,n.d.
Cudon,2011-04-01,Abril 2011,-,n.d.
Cudon,2011-03-01,Marzo 2011,-,n.d.
Cudon,2011-02-01,Febrero 2011,-,n.d.
Cudon,2011-01-01,Enero 2011,-,n.d.
Cudon,2010-12-01,Diciembre 2010,-,n.d.
Cudon,2010-11-01,Noviembre 2010,-,n.d.
Cudon,2010-10-01,Octubre 2010,-,n.d.
Cudon,2010-09-01,Septiembre 2010,-,n.d.
Cudon,2010-08-01,Agosto 2010,-,n.d.
Cudon,2010-07-01,Julio 2010,-,n.d.
Cudon,2010-06-01,Junio 2010,-,n.d.
Cudon,2010-05-01,Mayo 2010,-,n.d.
Cudon,2010-04-01,Abril 2010,-,n.d.
Cudon,2010-03-01,Marzo 2010,-,n.d.
Cudon,2010-02-01,Febrero 2010,-,n.d.
Cudon,2010-01-01,Enero 2010,-,n.d.
Cudon,2009-12-01,Diciembre 2009,-,n.d.
Cudon,2009-11-01,Noviembre 2009,-,n.d.
Cudon,2009-10-01,Octubre 2009,-,n.d.
Cudon,2009-09-01,Septiembre 2009,-,n.d.
Cudon,2009-08-01,Agosto 2009,-,n.d.
Cudon,2009-07-01,Julio 2009,-,n.d.
Cudon,2009-06-01,Junio 2009,-,n.d.
Cudon,2009-05-01,Mayo 2009,-,n.d.
Cudon,2009-04-01,Abril 2009,-,n.d.
Cudon,2009-03-01,Marzo 2009,-,n.d.
Cudon,2009-02-01,Febrero 2009,-,n.d.
Cudon,2009-01-01,Enero 2009,-,n.d.
Cudon,2008-12-01,Diciembre 2008,-,n.d.
Cudon,2008-11-01,Noviembre 2008,-,n.d.
Cudon,2008-10-01,Octubre 2008,-,n.d.
Cudon,2008-09-01,Septiembre 2008,-,n.d.
Cudon,2008-08-01,Agosto 2008,-,n.d.
Cudon,2008-07-01,Julio 2008,-,n.d.
Cudon,2008-06-01,Junio 2008,-,n.d.
Cudon,2008-05-01,Mayo 2008,-,n.d.
Cudon,2008-04-01,Abril 2008,-,n.d.
Cudon,2008-03-01,Marzo 2008,-,n.d.
Cudon,2008-02-01,Febrero 2008,-,n.d.
Cudon,2008-01-01,Enero 2008,-,n.d.
Cudon,2007-12-01,Diciembre 2007,-,n.d.
Cudon,2007-11-01,Noviembre 2007,-,n.d.
Cudon,2007-10-01,Octubre 2007,-,n.d.
Cudon,2007-09-01,Septiembre 2007,-,n.d.
Cudon,2007-08-01,Agosto 2007,-,n.d.
Cudon,2007-07-01,Julio 2007,-,n.d.
Cudon,2007-06-01,Junio 2007,-,n.d.
Cudon,2007-05-01,Mayo 2007,-,n.d.
Cudon,2007-04-01,Abril 2007,-,n.d.
Cudon,2007-03-01,Marzo 2007,-,n.d.
Cudon,2007-02-01,Febrero 2007,-,n.d.
Cudon,2007-01-01,Enero 2007,-,n.d.
Cudon,2006-12-01,Diciembre 2006,-,n.d.
Cudon,2006-11-01,Noviembre 2006,-,n.d.
Cudon,2006-10-01,Octubre 2006,-,n.d.
Cudon,2006-09-01,Septiembre 2006,-,n.d.
Cudon,2006-08-01,Agosto 2006,-,n.d.
Cudon,2006-07-01,Julio 2006,-,n.d.
Cudon,2006-06-01,Junio 2006,-,n.d.
Cudon,2006-05-01,Mayo 2006,-,n.d.
Cudon,2006-04-01,Abril 2006,-,n.d.
Cudon,2006-03-01,Marzo 2006,-,n.d.
Cudon,2006-02-01,Febrero 2006,-,n.d.
Cudon,2006-01-01,Enero 2006,-,n.d.
El Astillero,2025-10-01,Octubre 2025,1758.33,1.758 €/m2
El Astillero,2025-09-01,Septiembre 2025,1628.6,1.629 €/m2
El Astillero,2025-08-01,Agosto 2025,1669.9,1.670 €/m2
El Astillero,2025-07-01,Julio 2025,1763.54,1.764 €/m2
El Astillero,2025-06-01,Junio 2025,1709.3,1.709 €/m2
El Astillero,2025-05-01,Mayo 2025,1710,1.710 €/m2
El Astillero,2025-04-01,Abril 2025,1675.17,1.675 €/m2
El Astillero,2025-03-01,Marzo 2025,1659.19,1.659 €/m2
El Astillero,2025-02-01,Febrero 2025,1657.27,1.657 €/m2
El Astillero,2025-01-01,Enero 2025,1669.64,1.670 €/m2
El Astillero,2024-12-01,Diciembre 2024,1648.49,1.648 €/m2
El Astillero,2024-11-01,Noviembre 2024,1670.9,1.671 €/m2
El Astillero,2024-10-01,Octubre 2024,1634.99,1.635 €/m2
El Astillero,2024-09-01,Septiembre 2024,1623.9,1.624 €/m2
El Astillero,2024-08-01,Agosto 2024,1648.85,1.649 €/m2
El Astillero,2024-07-01,Julio 2024,1662.11,1.662 €/m2
El Astillero,2024-06-01,Junio 2024,1585.33,1.585 €/m2
El Astillero,2024-05-01,Mayo 2024,1591.34,1.591 €/m2
El Astillero,2024-04-01,Abril 2024,1585.22,1.585 €/m2
El Astillero,2024-03-01,Marzo 2024,1588.22,1.588 €/m2
El Astillero,2024-02-01,Febrero 2024,1554.04,1.554 €/m2
El Astillero,2024-01-01,Enero 2024,1540.6,1.541 €/m2
El Astillero,2023-12-01,Diciembre 2023,1554.88,1.555 €/m2
El Astillero,2023-11-01,Noviembre 2023,1502.31,1.502 €/m2
El Astillero,2023-10-01,Octubre 2023,1499.41,1.499 €/m2
El Astillero,2023-09-01,Septiembre 2023,1491,1.491 €/m2
El Astillero,2023-08-01,Agosto 2023,1533.43,1.533 €/m2
El Astillero,2023-07-01,Julio 2023,1492.41,1.492 €/m2
El Astillero,2023-06-01,Junio 2023,1505.87,1.506 €/m2
El Astillero,2023-05-01,Mayo 2023,1477.95,1.478 €/m2
El Astillero,2023-04-01,Abril 2023,1402.27,1.402 €/m2
El Astillero,2023-03-01,Marzo 2023,1422.27,1.422 €/m2
El Astillero,2023-02-01,Febrero 2023,1421.96,1.422 €/m2
El Astillero,2023-01-01,Enero 2023,1343.26,1.343 €/m2
El Astillero,2022-12-01,Diciembre 2022,1341.25,1.341 €/m2
El Astillero,2022-11-01,Noviembre 2022,1370.38,1.370 €/m2
El Astillero,2022-10-01,Octubre 2022,1371.04,1.371 €/m2
El Astillero,2022-09-01,Septiembre 2022,1377.73,1.378 €/m2
El Astillero,2022-08-01,Agosto 2022,1342.01,1.342 €/m2
El Astillero,2022-07-01,Julio 2022,1298.13,1.298 €/m2
El Astillero,2022-06-01,Junio 2022,1303.55,1.304 €/m2
El Astillero,2022-05-01,Mayo 2022,1324.1,1.324 €/m2
El Astillero,2022-04-01,Abril 2022,1338.83,1.339 €/m2
El Astillero,2022-03-01,Marzo 2022,1327.86,1.328 €/m2
El Astillero,2022-02-01,Febrero 2022,1301.62,1.302 €/m2
El Astillero,2022-01-01,Enero 2022,1310.63,1.311 €/m2
El Astillero,2021-12-01,Diciembre 2021,1336.12,1.336 €/m2
El Astillero,2021-11-01,Noviembre 2021,1308.91,1.309 €/m2
El Astillero,2021-10-01,Octubre 2021,1313.23,1.313 €/m2
El Astillero,2021-09-01,Septiembre 2021,1300.96,1.301 €/m2
El Astillero,2021-08-01,Agosto 2021,1296.57,1.297 €/m2
El Astillero,2021-07-01,Julio 2021,1297.87,1.298 €/m2
El Astillero,2021-06-01,Junio 2021,1311.23,1.311 €/m2
El Astillero,2021-05-01,Mayo 2021,1322.41,1.322 €/m2
El Astillero,2021-04-01,Abril 2021,1322.39,1.322 €/m2
El Astillero,2021-03-01,Marzo 2021,1365.05,1.365 €/m2
El Astillero,2021-02-01,Febrero 2021,1332.73,1.333 €/m2
El Astillero,2021-01-01,Enero 2021,1330.21,1.330 €/m2
El Astillero,2020-12-01,Diciembre 2020,1330.77,1.331 €/m2
El Astillero,2020-11-01,Noviembre 2020,1348.42,1.348 €/m2
El Astillero,2020-10-01,Octubre 2020,1324.12,1.324 €/m2
El Astillero,2020-09-01,Septiembre 2020,1364.57,1.365 €/m2
El Astillero,2020-08-01,Agosto 2020,1372.68,1.373 €/m2
El Astillero,2020-07-01,Julio 2020,1372.25,1.372 €/m2
El Astillero,2020-06-01,Junio 2020,1359.09,1.359 €/m2
El Astillero,2020-05-01,Mayo 2020,1359.04,1.359 €/m2
El Astillero,2020-04-01,Abril 2020,1360.73,1.361 €/m2
El Astillero,2020-03-01,Marzo 2020,1359.27,1.359 €/m2
El Astillero,2020-02-01,Febrero 2020,1335.98,1.336 €/m2
El Astillero,2020-01-01,Enero 2020,1335.57,1.336 €/m2
El Astillero,2019-12-01,Diciembre 2019,1343.3,1.343 €/m2
El Astillero,2019-11-01,Noviembre 2019,1344.31,1.344 €/m2
El Astillero,2019-10-01,Octubre 2019,1339.79,1.340 €/m2
El Astillero,2019-09-01,Septiembre 2019,1343,1.343 €/m2
El Astillero,2019-08-01,Agosto 2019,1342.23,1.342 €/m2
El Astillero,2019-07-01,Julio 2019,1351.74,1.352 €/m2
El Astillero,2019-06-01,Junio 2019,1337.98,1.338 €/m2
El Astillero,2019-05-01,Mayo 2019,1299.18,1.299 €/m2
El Astillero,2019-04-01,Abril 2019,1286.22,1.286 €/m2
El Astillero,2019-03-01,Marzo 2019,1278.67,1.279 €/m2
El Astillero,2019-02-01,Febrero 2019,1285.05,1.285 €/m2
El Astillero,2019-01-01,Enero 2019,1298.26,1.298 €/m2
El Astillero,2018-12-01,Diciembre 2018,1323.81,1.324 €/m2
El Astillero,2018-11-01,Noviembre 2018,1333.23,1.333 €/m2
El Astillero,2018-10-01,Octubre 2018,1331.69,1.332 €/m2
El Astillero,2018-09-01,Septiembre 2018,1341.34,1.341 €/m2
El Astillero,2018-08-01,Agosto 2018,1341.58,1.342 €/m2
El Astillero,2018-07-01,Julio 2018,1298.05,1.298 €/m2
El Astillero,2018-06-01,Junio 2018,1339.66,1.340 €/m2
El Astillero,2018-05-01,Mayo 2018,1351.17,1.351 €/m2
El Astillero,2018-04-01,Abril 2018,1342.62,1.343 €/m2
El Astillero,2018-03-01,Marzo 2018,1325.35,1.325 €/m2
El Astillero,2018-02-01,Febrero 2018,1336.74,1.337 €/m2
El Astillero,2018-01-01,Enero 2018,1336.96,1.337 €/m2
El Astillero,2017-12-01,Diciembre 2017,1343.13,1.343 €/m2
El Astillero,2017-11-01,Noviembre 2017,1353.57,1.354 €/m2
El Astillero,2017-10-01,Octubre 2017,1364.78,1.365 €/m2
El Astillero,2017-09-01,Septiembre 2017,1369.44,1.369 €/m2
El Astillero,2017-08-01,Agosto 2017,1354.91,1.355 €/m2
El Astillero,2017-07-01,Julio 2017,1329.93,1.330 €/m2
El Astillero,2017-06-01,Junio 2017,1317.66,1.318 €/m2
El Astillero,2017-05-01,Mayo 2017,1294.28,1.294 €/m2
El Astillero,2017-04-01,Abril 2017,1307.01,1.307 €/m2
El Astillero,2017-03-01,Marzo 2017,1301.02,1.301 €/m2
El Astillero,2017-02-01,Febrero 2017,1302.61,1.303 €/m2
El Astillero,2017-01-01,Enero 2017,1299.01,1.299 €/m2
El Astillero,2016-12-01,Diciembre 2016,1293.52,1.294 €/m2
El Astillero,2016-11-01,Noviembre 2016,1295.96,1.296 €/m2
El Astillero,2016-10-01,Octubre 2016,1277.87,1.278 €/m2
El Astillero,2016-09-01,Septiembre 2016,1255.91,1.256 €/m2
El Astillero,2016-08-01,Agosto 2016,1255.85,1.256 €/m2
El Astillero,2016-07-01,Julio 2016,1272.82,1.273 €/m2
El Astillero,2016-06-01,Junio 2016,1279.63,1.280 €/m2
El Astillero,2016-05-01,Mayo 2016,1333.22,1.333 €/m2
El Astillero,2016-04-01,Abril 2016,1342.39,1.342 €/m2
El Astillero,2016-03-01,Marzo 2016,1334.39,1.334 €/m2
El Astillero,2016-02-01,Febrero 2016,1302.31,1.302 €/m2
El Astillero,2016-01-01,Enero 2016,1282.38,1.282 €/m2
El Astillero,2015-12-01,Diciembre 2015,1327.88,1.328 €/m2
El Astillero,2015-11-01,Noviembre 2015,1346.61,1.347 €/m2
El Astillero,2015-10-01,Octubre 2015,1342.95,1.343 €/m2
El Astillero,2015-09-01,Septiembre 2015,1331.7,1.332 €/m2
El Astillero,2015-08-01,Agosto 2015,1342.78,1.343 €/m2
El Astillero,2015-07-01,Julio 2015,1345.6,1.346 €/m2
El Astillero,2015-06-01,Junio 2015,1369.8,1.370 €/m2
El Astillero,2015-05-01,Mayo 2015,1419.89,1.420 €/m2
El Astillero,2015-04-01,Abril 2015,1430.69,1.431 €/m2
El Astillero,2015-03-01,Marzo 2015,1490.2,1.490 €/m2
El Astillero,2015-02-01,Febrero 2015,1490.42,1.490 €/m2
El Astillero,2015-01-01,Enero 2015,1497.67,1.498 €/m2
El Astillero,2014-12-01,Diciembre 2014,1497.74,1.498 €/m2
El Astillero,2014-11-01,Noviembre 2014,1497.73,1.498 €/m2
El Astillero,2014-10-01,Octubre 2014,1490.7,1.491 €/m2
El Astillero,2014-09-01,Septiembre 2014,1481.71,1.482 €/m2
El Astillero,2014-08-01,Agosto 2014,1478.51,1.479 €/m2
El Astillero,2014-07-01,Julio 2014,1482.32,1.482 €/m2
El Astillero,2014-06-01,Junio 2014,1494.63,1.495 €/m2
El Astillero,2014-05-01,Mayo 2014,1529.63,1.530 €/m2
El Astillero,2014-04-01,Abril 2014,1500.84,1.501 €/m2
El Astillero,2014-03-01,Marzo 2014,1520.55,1.521 €/m2
El Astillero,2014-02-01,Febrero 2014,1529.26,1.529 €/m2
El Astillero,2014-01-01,Enero 2014,1553.63,1.554 €/m2
El Astillero,2013-12-01,Diciembre 2013,1548.3,1.548 €/m2
El Astillero,2013-11-01,Noviembre 2013,1568.23,1.568 €/m2
El Astillero,2013-10-01,Octubre 2013,1561.78,1.562 €/m2
El Astillero,2013-09-01,Septiembre 2013,1560.41,1.560 €/m2
El Astillero,2013-08-01,Agosto 2013,1594.97,1.595 €/m2
El Astillero,2013-07-01,Julio 2013,1619.13,1.619 €/m2
El Astillero,2013-06-01,Junio 2013,1628.33,1.628 €/m2
El Astillero,2013-05-01,Mayo 2013,1621.94,1.622 €/m2
El Astillero,2013-04-01,Abril 2013,1620.71,1.621 €/m2
El Astillero,2013-03-01,Marzo 2013,1608.32,1.608 €/m2
El Astillero,2013-02-01,Febrero 2013,1647.68,1.648 €/m2
El Astillero,2013-01-01,Enero 2013,1628.6,1.629 €/m2
El Astillero,2012-12-01,Diciembre 2012,1620.92,1.621 €/m2
El Astillero,2012-11-01,Noviembre 2012,1653.4,1.653 €/m2
El Astillero,2012-10-01,Octubre 2012,1663.29,1.663 €/m2
El Astillero,2012-09-01,Septiembre 2012,1671.06,1.671 €/m2
El Astillero,2012-08-01,Agosto 2012,1672.79,1.673 €/m2
El Astillero,2012-07-01,Julio 2012,1664.42,1.664 €/m2
El Astillero,2012-06-01,Junio 2012,1612.98,1.613 €/m2
El Astillero,2012-05-01,Mayo 2012,1652.86,1.653 €/m2
El Astillero,2012-04-01,Abril 2012,1656.52,1.657 €/m2
El Astillero,2012-03-01,Marzo 2012,1691.87,1.692 €/m2
El Astillero,2012-02-01,Febrero 2012,1679.37,1.679 €/m2
El Astillero,2012-01-01,Enero 2012,1737.23,1.737 €/m2
El Astillero,2011-12-01,Diciembre 2011,1753.92,1.754 €/m2
El Astillero,2011-11-01,Noviembre 2011,1735.71,1.736 €/m2
El Astillero,2011-10-01,Octubre 2011,1770.78,1.771 €/m2
El Astillero,2011-09-01,Septiembre 2011,1770.48,1.770 €/m2
El Astillero,2011-08-01,Agosto 2011,1781.46,1.781 €/m2
El Astillero,2011-07-01,Julio 2011,1774.23,1.774 €/m2
El Astillero,2011-06-01,Junio 2011,1818.2,1.818 €/m2
El Astillero,2011-05-01,Mayo 2011,1833.53,1.834 €/m2
El Astillero,2011-04-01,Abril 2011,1852.17,1.852 €/m2
El Astillero,2011-03-01,Marzo 2011,1819.86,1.820 €/m2
El Astillero,2011-02-01,Febrero 2011,1819.38,1.819 €/m2
El Astillero,2011-01-01,Enero 2011,1767.9,1.768 €/m2
El Astillero,2010-12-01,Diciembre 2010,1809.56,1.810 €/m2
El Astillero,2010-11-01,Noviembre 2010,1788.37,1.788 €/m2
El Astillero,2010-10-01,Octubre 2010,1802.18,1.802 €/m2
El Astillero,2010-09-01,Septiembre 2010,1756.72,1.757 €/m2
El Astillero,2010-08-01,Agosto 2010,1812.62,1.813 €/m2
El Astillero,2010-07-01,Julio 2010,1787.07,1.787 €/m2
El Astillero,2010-06-01,Junio 2010,-,n.d.
El Astillero,2010-05-01,Mayo 2010,-,n.d.
El Astillero,2010-04-01,Abril 2010,-,n.d.
El Astillero,2010-03-01,Marzo 2010,-,n.d.
El Astillero,2010-02-01,Febrero 2010,-,n.d.
El Astillero,2010-01-01,Enero 2010,-,n.d.
El Astillero,2009-12-01,Diciembre 2009,-,n.d.
El Astillero,2009-11-01,Noviembre 2009,-,n.d.
El Astillero,2009-10-01,Octubre 2009,-,n.d.
El Astillero,2009-09-01,Septiembre 2009,-,n.d.
El Astillero,2009-08-01,Agosto 2009,-,n.d.
El Astillero,2009-07-01,Julio 2009,-,n.d.
El Astillero,2009-06-01,Junio 2009,-,n.d.
El Astillero,2009-05-01,Mayo 2009,-,n.d.
El Astillero,2009-04-01,Abril 2009,-,n.d.
El Astillero,2009-03-01,Marzo 2009,-,n.d.
El Astillero,2009-02-01,Febrero 2009,-,n.d.
El Astillero,2009-01-01,Enero 2009,-,n.d.
El Astillero,2008-12-01,Diciembre 2008,-,n.d.
El Astillero,2008-11-01,Noviembre 2008,-,n.d.
El Astillero,2008-10-01,Octubre 2008,-,n.d.
El Astillero,2008-09-01,Septiembre 2008,-,n.d.
El Astillero,2008-08-01,Agosto 2008,-,n.d.
El Astillero,2008-07-01,Julio 2008,-,n.d.
El Astillero,2008-06-01,Junio 2008,-,n.d.
El Astillero,2008-05-01,Mayo 2008,-,n.d.
El Astillero,2008-04-01,Abril 2008,-,n.d.
El Astillero,2008-03-01,Marzo 2008,-,n.d.
El Astillero,2008-02-01,Febrero 2008,-,n.d.
El Astillero,2008-01-01,Enero 2008,-,n.d.
El Astillero,2007-12-01,Diciembre 2007,-,n.d.
El Astillero,2007-11-01,Noviembre 2007,-,n.d.
El Astillero,2007-10-01,Octubre 2007,-,n.d.
El Astillero,2007-09-01,Septiembre 2007,-,n.d.
El Astillero,2007-08-01,Agosto 2007,-,n.d.
El Astillero,2007-07-01,Julio 2007,-,n.d.
El Astillero,2007-06-01,Junio 2007,-,n.d.
El Astillero,2007-05-01,Mayo 2007,-,n.d.
El Astillero,2007-04-01,Abril 2007,-,n.d.
El Astillero,2007-03-01,Marzo 2007,-,n.d.
El Astillero,2007-02-01,Febrero 2007,-,n.d.
El Astillero,2007-01-01,Enero 2007,-,n.d.
El Astillero,2006-12-01,Diciembre 2006,-,n.d.
El Astillero,2006-11-01,Noviembre 2006,-,n.d.
El Astillero,2006-10-01,Octubre 2006,-,n.d.
El Astillero,2006-09-01,Septiembre 2006,-,n.d.
El Astillero,2006-08-01,Agosto 2006,-,n.d.
El Astillero,2006-07-01,Julio 2006,-,n.d.
El Astillero,2006-06-01,Junio 2006,-,n.d.
El Astillero,2006-05-01,Mayo 2006,-,n.d.
El Astillero,2006-04-01,Abril 2006,-,n.d.
El Astillero,2006-03-01,Marzo 2006,-,n.d.
El Astillero,2006-02-01,Febrero 2006,-,n.d.
El Astillero,2006-01-01,Enero 2006,-,n.d.
Entrambasaguas,2025-10-01,Octubre 2025,-,n.d.
Entrambasaguas,2025-09-01,Septiembre 2025,-,n.d.
Entrambasaguas,2025-08-01,Agosto 2025,-,n.d.
Entrambasaguas,2025-07-01,Julio 2025,-,n.d.
Entrambasaguas,2025-06-01,Junio 2025,-,n.d.
Entrambasaguas,2025-05-01,Mayo 2025,-,n.d.
Entrambasaguas,2025-04-01,Abril 2025,-,n.d.
Entrambasaguas,2025-03-01,Marzo 2025,-,n.d.
Entrambasaguas,2025-02-01,Febrero 2025,-,n.d.
Entrambasaguas,2025-01-01,Enero 2025,-,n.d.
Entrambasaguas,2024-12-01,Diciembre 2024,1319.17,1.319 €/m2
Entrambasaguas,2024-11-01,Noviembre 2024,1281.09,1.281 €/m2
Entrambasaguas,2024-10-01,Octubre 2024,1218.81,1.219 €/m2
Entrambasaguas,2024-09-01,Septiembre 2024,1225.57,1.226 €/m2
Entrambasaguas,2024-08-01,Agosto 2024,-,n.d.
Entrambasaguas,2024-07-01,Julio 2024,1155.17,1.155 €/m2
Entrambasaguas,2024-06-01,Junio 2024,1111.62,1.112 €/m2
Entrambasaguas,2024-05-01,Mayo 2024,1068.08,1.068 €/m2
Entrambasaguas,2024-04-01,Abril 2024,1024.53,1.025 €/m2
Entrambasaguas,2024-03-01,Marzo 2024,903.061,903 €/m2
Entrambasaguas,2024-02-01,Febrero 2024,1038.75,1.039 €/m2
Entrambasaguas,2024-01-01,Enero 2024,-,n.d.
Entrambasaguas,2023-12-01,Diciembre 2023,1120.83,1.121 €/m2
Entrambasaguas,2023-11-01,Noviembre 2023,1121.24,1.121 €/m2
Entrambasaguas,2023-10-01,Octubre 2023,1177.93,1.178 €/m2
Entrambasaguas,2023-09-01,Septiembre 2023,1082.39,1.082 €/m2
Entrambasaguas,2023-08-01,Agosto 2023,1093.27,1.093 €/m2
Entrambasaguas,2023-07-01,Julio 2023,1162.22,1.162 €/m2
Entrambasaguas,2023-06-01,Junio 2023,1141.82,1.142 €/m2
Entrambasaguas,2023-05-01,Mayo 2023,1164.27,1.164 €/m2
Entrambasaguas,2023-04-01,Abril 2023,1185.74,1.186 €/m2
Entrambasaguas,2023-03-01,Marzo 2023,1224.95,1.225 €/m2
Entrambasaguas,2023-02-01,Febrero 2023,-,n.d.
Entrambasaguas,2023-01-01,Enero 2023,-,n.d.
Entrambasaguas,2022-12-01,Diciembre 2022,-,n.d.
Entrambasaguas,2022-11-01,Noviembre 2022,-,n.d.
Entrambasaguas,2022-10-01,Octubre 2022,-,n.d.
Entrambasaguas,2022-09-01,Septiembre 2022,-,n.d.
Entrambasaguas,2022-08-01,Agosto 2022,-,n.d.
Entrambasaguas,2022-07-01,Julio 2022,-,n.d.
Entrambasaguas,2022-06-01,Junio 2022,-,n.d.
Entrambasaguas,2022-05-01,Mayo 2022,-,n.d.
Entrambasaguas,2022-04-01,Abril 2022,-,n.d.
Entrambasaguas,2022-03-01,Marzo 2022,-,n.d.
Entrambasaguas,2022-02-01,Febrero 2022,-,n.d.
Entrambasaguas,2022-01-01,Enero 2022,-,n.d.
Entrambasaguas,2021-12-01,Diciembre 2021,-,n.d.
Entrambasaguas,2021-11-01,Noviembre 2021,-,n.d.
Entrambasaguas,2021-10-01,Octubre 2021,-,n.d.
Entrambasaguas,2021-09-01,Septiembre 2021,-,n.d.
Entrambasaguas,2021-08-01,Agosto 2021,-,n.d.
Entrambasaguas,2021-07-01,Julio 2021,-,n.d.
Entrambasaguas,2021-06-01,Junio 2021,-,n.d.
Entrambasaguas,2021-05-01,Mayo 2021,-,n.d.
Entrambasaguas,2021-04-01,Abril 2021,-,n.d.
Entrambasaguas,2021-03-01,Marzo 2021,-,n.d.
Entrambasaguas,2021-02-01,Febrero 2021,-,n.d.
Entrambasaguas,2021-01-01,Enero 2021,-,n.d.
Entrambasaguas,2020-12-01,Diciembre 2020,-,n.d.
Entrambasaguas,2020-11-01,Noviembre 2020,-,n.d.
Entrambasaguas,2020-10-01,Octubre 2020,-,n.d.
Entrambasaguas,2020-09-01,Septiembre 2020,-,n.d.
Entrambasaguas,2020-08-01,Agosto 2020,-,n.d.
Entrambasaguas,2020-07-01,Julio 2020,-,n.d.
Entrambasaguas,2020-06-01,Junio 2020,-,n.d.
Entrambasaguas,2020-05-01,Mayo 2020,-,n.d.
Entrambasaguas,2020-04-01,Abril 2020,-,n.d.
Entrambasaguas,2020-03-01,Marzo 2020,-,n.d.
Entrambasaguas,2020-02-01,Febrero 2020,-,n.d.
Entrambasaguas,2020-01-01,Enero 2020,-,n.d.
Entrambasaguas,2019-12-01,Diciembre 2019,-,n.d.
Entrambasaguas,2019-11-01,Noviembre 2019,-,n.d.
Entrambasaguas,2019-10-01,Octubre 2019,-,n.d.
Entrambasaguas,2019-09-01,Septiembre 2019,-,n.d.
Entrambasaguas,2019-08-01,Agosto 2019,-,n.d.
Entrambasaguas,2019-07-01,Julio 2019,-,n.d.
Entrambasaguas,2019-06-01,Junio 2019,-,n.d.
Entrambasaguas,2019-05-01,Mayo 2019,-,n.d.
Entrambasaguas,2019-04-01,Abril 2019,-,n.d.
Entrambasaguas,2019-03-01,Marzo 2019,-,n.d.
Entrambasaguas,2019-02-01,Febrero 2019,-,n.d.
Entrambasaguas,2019-01-01,Enero 2019,-,n.d.
Entrambasaguas,2018-12-01,Diciembre 2018,-,n.d.
Entrambasaguas,2018-11-01,Noviembre 2018,-,n.d.
Entrambasaguas,2018-10-01,Octubre 2018,-,n.d.
Entrambasaguas,2018-09-01,Septiembre 2018,-,n.d.
Entrambasaguas,2018-08-01,Agosto 2018,-,n.d.
Entrambasaguas,2018-07-01,Julio 2018,-,n.d.
Entrambasaguas,2018-06-01,Junio 2018,-,n.d.
Entrambasaguas,2018-05-01,Mayo 2018,-,n.d.
Entrambasaguas,2018-04-01,Abril 2018,-,n.d.
Entrambasaguas,2018-03-01,Marzo 2018,-,n.d.
Entrambasaguas,2018-02-01,Febrero 2018,-,n.d.
Entrambasaguas,2018-01-01,Enero 2018,-,n.d.
Entrambasaguas,2017-12-01,Diciembre 2017,-,n.d.
Entrambasaguas,2017-11-01,Noviembre 2017,-,n.d.
Entrambasaguas,2017-10-01,Octubre 2017,-,n.d.
Entrambasaguas,2017-09-01,Septiembre 2017,-,n.d.
Entrambasaguas,2017-08-01,Agosto 2017,-,n.d.
Entrambasaguas,2017-07-01,Julio 2017,-,n.d.
Entrambasaguas,2017-06-01,Junio 2017,-,n.d.
Entrambasaguas,2017-05-01,Mayo 2017,-,n.d.
Entrambasaguas,2017-04-01,Abril 2017,-,n.d.
Entrambasaguas,2017-03-01,Marzo 2017,-,n.d.
Entrambasaguas,2017-02-01,Febrero 2017,-,n.d.
Entrambasaguas,2017-01-01,Enero 2017,-,n.d.
Entrambasaguas,2016-12-01,Diciembre 2016,-,n.d.
Entrambasaguas,2016-11-01,Noviembre 2016,-,n.d.
Entrambasaguas,2016-10-01,Octubre 2016,-,n.d.
Entrambasaguas,2016-09-01,Septiembre 2016,-,n.d.
Entrambasaguas,2016-08-01,Agosto 2016,-,n.d.
Entrambasaguas,2016-07-01,Julio 2016,-,n.d.
